model,ch,seed,fold,acc_A,f1_A,acc_B,f1_B
M02,6ch,1,13,0.2782435129740519,0.24198209832289297,0.2782435129740519,0.24198209832289297
M02,6ch,1,14,0.481437125748503,0.4656382276236887,0.481437125748503,0.4656382276236887
M02,6ch,1,15,0.4351297405189621,0.44312220969673066,0.4351297405189621,0.44312220969673066
M02,6ch,7,1,0.4810379241516966,0.48177595830521003,0.4810379241516966,0.48177595830521003
M02,6ch,7,2,0.2962075848303393,0.2828586494579077,0.2962075848303393,0.2828586494579077
M02,6ch,7,3,0.4039920159680639,0.3910088882054049,0.4039920159680639,0.3910088882054049
M02,6ch,7,4,0.5812375249500998,0.5721492438705922,0.5812375249500998,0.5721492438705922
M02,6ch,7,5,0.41916167664670656,0.40572739333864233,0.41916167664670656,0.40572739333864233
M02,6ch,7,6,0.33812375249501,0.3477355339607784,0.33812375249501,0.3477355339607784
M02,6ch,7,7,0.5704590818363273,0.5638626857132379,0.5704590818363273,0.5638626857132379
M02,6ch,7,8,0.35768463073852297,0.3738610480407325,0.35768463073852297,0.3738610480407325
M02,6ch,7,9,0.43952095808383235,0.42465672531160414,0.43952095808383235,0.42465672531160414
M02,6ch,7,10,0.5580838323353293,0.5621924734447479,0.5580838323353293,0.5621924734447479
M02,6ch,7,11,0.2942115768463074,0.27312512385380633,0.2942115768463074,0.27312512385380633
M02,6ch,7,12,0.2958083832335329,0.2843212511225744,0.2958083832335329,0.2843212511225744
M02,6ch,7,13,0.2782435129740519,0.24198209832289297,0.2782435129740519,0.24198209832289297
M02,6ch,7,14,0.481437125748503,0.4656382276236887,0.481437125748503,0.4656382276236887
M02,6ch,7,15,0.4351297405189621,0.44312220969673066,0.4351297405189621,0.44312220969673066
M02,6ch,21,1,0.4810379241516966,0.48177595830521003,0.4810379241516966,0.48177595830521003
M02,6ch,21,2,0.2962075848303393,0.2828586494579077,0.2962075848303393,0.2828586494579077
M02,6ch,21,3,0.4039920159680639,0.3910088882054049,0.4039920159680639,0.3910088882054049
M02,6ch,21,4,0.5812375249500998,0.5721492438705922,0.5812375249500998,0.5721492438705922
M02,6ch,21,5,0.41916167664670656,0.40572739333864233,0.41916167664670656,0.40572739333864233
M02,6ch,21,6,0.33812375249501,0.3477355339607784,0.33812375249501,0.3477355339607784
M02,6ch,21,7,0.5704590818363273,0.5638626857132379,0.5704590818363273,0.5638626857132379
M02,6ch,21,8,0.35768463073852297,0.3738610480407325,0.35768463073852297,0.3738610480407325
M02,6ch,21,9,0.43952095808383235,0.42465672531160414,0.43952095808383235,0.42465672531160414
M02,6ch,21,10,0.5580838323353293,0.5621924734447479,0.5580838323353293,0.5621924734447479
M02,6ch,21,11,0.2942115768463074,0.27312512385380633,0.2942115768463074,0.27312512385380633
M02,6ch,21,12,0.2958083832335329,0.2843212511225744,0.2958083832335329,0.2843212511225744
