context,match,path
"eep,nan M16,Vanilla Transformer,0.4068,0.371,0.912,deep,nan M17,EEG Conformer,0.4594,0.3608,0.7854,deep,nan M18,ChanDrop Tr",M17,results/reproduced_tables/table_5_6_channel_efficiency.normalized.csv
"12,deep,nan M17,EEG Conformer,0.4594,0.3608,0.7854,deep,nan M18,ChanDrop Transformer,0.4315,0.3977,0.9217,deep,nan M19,DANN",M18,results/reproduced_tables/table_5_6_channel_efficiency.normalized.csv
",nan M18,ChanDrop Transformer,0.4315,0.3977,0.9217,deep,nan M19,DANN,0.6619,0.5904,0.892,deep,nan CLISA-EWU,CLISA,0.6801,0.",M19,results/reproduced_tables/table_5_6_channel_efficiency.normalized.csv
".892,deep,nan CLISA-EWU,CLISA,0.6801,0.6199,0.9116,deep,nan M21,SimCLR,0.5745,0.602,1.048,deep,nan BYOL,BYOL,0.6089,0.6124,",M21,results/reproduced_tables/table_5_6_channel_efficiency.normalized.csv
"0.602,1.048,deep,nan BYOL,BYOL,0.6089,0.6124,1.006,deep,nan M23,PseudoLabel,0.6574,0.6102,0.9282,deep,nan M24,MixMatch,0.53",M23,results/reproduced_tables/table_5_6_channel_efficiency.normalized.csv
".006,deep,nan M23,PseudoLabel,0.6574,0.6102,0.9282,deep,nan M24,MixMatch,0.535,0.3642,0.6808,deep,nan DANCE Teacher->DANCE ",M24,results/reproduced_tables/table_5_6_channel_efficiency.normalized.csv
happy | | --- | --- | --- | --- | --- | --- | --- | --- | | M01 | LDA | 62ch | classical_summary | 0.4633 | 0.3976 | 0.3581,M01,results/reproduced_tables/table_5_7_per_class_top_models.md
| classical_summary | 0.4633 | 0.3976 | 0.3581 | 0.3998 | | M01 | LDA | 6ch | classical_summary | 0.5123 | 0.4218 | 0.3288 ,M01,results/reproduced_tables/table_5_7_per_class_top_models.md
| classical_summary | 0.5123 | 0.4218 | 0.3288 | 0.4752 | | M02 | SVM (RBF) | 62ch | classical_summary | 0.5617 | 0.4841 | ,M02,results/reproduced_tables/table_5_7_per_class_top_models.md
| classical_summary | 0.5617 | 0.4841 | 0.3907 | 0.4687 | | M02 | SVM (RBF) | 6ch | classical_summary | 0.3890 | 0.3598 | 0,M02,results/reproduced_tables/table_5_7_per_class_top_models.md
| classical_summary | 0.3890 | 0.3598 | 0.2689 | 0.3904 | | M03 | Random Forest | 62ch | classical_summary | 0.4715 | 0.485,M03,results/reproduced_tables/table_5_7_per_class_top_models.md
| classical_summary | 0.4715 | 0.4850 | 0.4186 | 0.4840 | | M03 | Random Forest | 6ch | classical_summary | 0.4445 | 0.4272,M03,results/reproduced_tables/table_5_7_per_class_top_models.md
| classical_summary | 0.4445 | 0.4272 | 0.3388 | 0.4051 | | M04 | k-NN | 62ch | classical_summary | 0.3009 | 0.3728 | 0.338,M04,results/reproduced_tables/table_5_7_per_class_top_models.md
| classical_summary | 0.3009 | 0.3728 | 0.3383 | 0.3510 | | M04 | k-NN | 6ch | classical_summary | 0.2962 | 0.3028 | 0.2924,M04,results/reproduced_tables/table_5_7_per_class_top_models.md
| classical_summary | 0.2962 | 0.3028 | 0.2924 | 0.3247 | | M05 | Logistic Regression | 62ch | classical_summary | 0.4627 |,M05,results/reproduced_tables/table_5_7_per_class_top_models.md
| classical_summary | 0.4627 | 0.4405 | 0.3698 | 0.3861 | | M05 | Logistic Regression | 6ch | classical_summary | 0.4842 | ,M05,results/reproduced_tables/table_5_7_per_class_top_models.md
| classical_summary | 0.4842 | 0.4160 | 0.3322 | 0.4706 | | M06 | Naive Bayes | 62ch | classical_summary | 0.4173 | 0.2294 ,M06,results/reproduced_tables/table_5_7_per_class_top_models.md
| classical_summary | 0.4173 | 0.2294 | 0.4348 | 0.4349 | | M06 | Naive Bayes | 6ch | classical_summary | 0.4114 | 0.3232 |,M06,results/reproduced_tables/table_5_7_per_class_top_models.md
| classical_summary | 0.4114 | 0.3232 | 0.3037 | 0.4653 | | M07 | Extra Trees | 62ch | classical_summary | 0.4929 | 0.4926 ,M07,results/reproduced_tables/table_5_7_per_class_top_models.md
| classical_summary | 0.4929 | 0.4926 | 0.4161 | 0.4851 | | M07 | Extra Trees | 6ch | classical_summary | 0.4338 | 0.4440 |,M07,results/reproduced_tables/table_5_7_per_class_top_models.md
| classical_summary | 0.4338 | 0.4440 | 0.3370 | 0.4155 | | M08 | Gradient Boosting | 62ch | classical_summary | 0.5073 | 0,M08,results/reproduced_tables/table_5_7_per_class_top_models.md
| classical_summary | 0.5073 | 0.5080 | 0.4142 | 0.4767 | | M08 | Gradient Boosting | 6ch | classical_summary | 0.4537 | 0.,M08,results/reproduced_tables/table_5_7_per_class_top_models.md
| classical_summary | 0.4527 | 0.3969 | 0.3711 | 0.4149 | | M10 | MLP (sklearn) | 62ch | classical_summary | 0.5406 | 0.482,M10,results/reproduced_tables/table_5_7_per_class_top_models.md
| classical_summary | 0.5406 | 0.4823 | 0.3949 | 0.4983 | | M10 | MLP (sklearn) | 6ch | classical_summary | 0.4173 | 0.4142,M10,results/reproduced_tables/table_5_7_per_class_top_models.md
"model id,name,ch,source,f1 neutral,f1 sad,f1 fear,f1 happy M01,LDA,62ch,classical_summary,0.4633,0.3976,0.3581,0.3998 M01,",M01,results/reproduced_tables/table_5_7_per_class_top_models.normalized.csv
" M01,LDA,62ch,classical_summary,0.4633,0.3976,0.3581,0.3998 M01,LDA,6ch,classical_summary,0.5123,0.4218,0.3288,0.4752 M02,S",M01,results/reproduced_tables/table_5_7_per_class_top_models.normalized.csv
"8 M01,LDA,6ch,classical_summary,0.5123,0.4218,0.3288,0.4752 M02,SVM (RBF),62ch,classical_summary,0.5617,0.4841,0.3907,0.468",M02,results/reproduced_tables/table_5_7_per_class_top_models.normalized.csv
"VM (RBF),62ch,classical_summary,0.5617,0.4841,0.3907,0.4687 M02,SVM (RBF),6ch,classical_summary,0.389,0.3598,0.2689,0.3904 ",M02,results/reproduced_tables/table_5_7_per_class_top_models.normalized.csv
",SVM (RBF),6ch,classical_summary,0.389,0.3598,0.2689,0.3904 M03,Random Forest,62ch,classical_summary,0.4715,0.485,0.4186,0.",M03,results/reproduced_tables/table_5_7_per_class_top_models.normalized.csv
"dom Forest,62ch,classical_summary,0.4715,0.485,0.4186,0.484 M03,Random Forest,6ch,classical_summary,0.4445,0.4272,0.3388,0.",M03,results/reproduced_tables/table_5_7_per_class_top_models.normalized.csv
"om Forest,6ch,classical_summary,0.4445,0.4272,0.3388,0.4051 M04,k-NN,62ch,classical_summary,0.3009,0.3728,0.3383,0.351 M04,",M04,results/reproduced_tables/table_5_7_per_class_top_models.normalized.csv
" M04,k-NN,62ch,classical_summary,0.3009,0.3728,0.3383,0.351 M04,k-NN,6ch,classical_summary,0.2962,0.3028,0.2924,0.3247 M05,",M04,results/reproduced_tables/table_5_7_per_class_top_models.normalized.csv
" M04,k-NN,6ch,classical_summary,0.2962,0.3028,0.2924,0.3247 M05,Logistic Regression,62ch,classical_summary,0.4627,0.4405,0.",M05,results/reproduced_tables/table_5_7_per_class_top_models.normalized.csv
"gression,62ch,classical_summary,0.4627,0.4405,0.3698,0.3861 M05,Logistic Regression,6ch,classical_summary,0.4842,0.416,0.33",M05,results/reproduced_tables/table_5_7_per_class_top_models.normalized.csv
"Regression,6ch,classical_summary,0.4842,0.416,0.3322,0.4706 M06,Naive Bayes,62ch,classical_summary,0.4173,0.2294,0.4348,0.4",M06,results/reproduced_tables/table_5_7_per_class_top_models.normalized.csv
"ve Bayes,62ch,classical_summary,0.4173,0.2294,0.4348,0.4349 M06,Naive Bayes,6ch,classical_summary,0.4114,0.3232,0.3037,0.46",M06,results/reproduced_tables/table_5_7_per_class_top_models.normalized.csv
"ive Bayes,6ch,classical_summary,0.4114,0.3232,0.3037,0.4653 M07,Extra Trees,62ch,classical_summary,0.4929,0.4926,0.4161,0.4",M07,results/reproduced_tables/table_5_7_per_class_top_models.normalized.csv
"ra Trees,62ch,classical_summary,0.4929,0.4926,0.4161,0.4851 M07,Extra Trees,6ch,classical_summary,0.4338,0.444,0.337,0.4155",M07,results/reproduced_tables/table_5_7_per_class_top_models.normalized.csv
"Extra Trees,6ch,classical_summary,0.4338,0.444,0.337,0.4155 M08,Gradient Boosting,62ch,classical_summary,0.5073,0.508,0.414",M08,results/reproduced_tables/table_5_7_per_class_top_models.normalized.csv
" Boosting,62ch,classical_summary,0.5073,0.508,0.4142,0.4767 M08,Gradient Boosting,6ch,classical_summary,0.4537,0.4134,0.378",M08,results/reproduced_tables/table_5_7_per_class_top_models.normalized.csv
"t,XGBoost,6ch,classical_summary,0.4527,0.3969,0.3711,0.4149 M10,MLP (sklearn),62ch,classical_summary,0.5406,0.4823,0.3949,0",M10,results/reproduced_tables/table_5_7_per_class_top_models.normalized.csv
"sklearn),62ch,classical_summary,0.5406,0.4823,0.3949,0.4983 M10,MLP (sklearn),6ch,classical_summary,0.4173,0.4142,0.3313,0.",M10,results/reproduced_tables/table_5_7_per_class_top_models.normalized.csv
 classical_ml_summary.csv | primary | 1.000 | | table_5_2 | M11-M24 per-model CSVs + master | primary+audit | 1.000 | | tab,M11,results/reproduced_tables/table_audit_sources.md
ssical_ml_summary.csv | primary | 1.000 | | table_5_2 | M11-M24 per-model CSVs + master | primary+audit | 1.000 | | table_5,M24,results/reproduced_tables/table_audit_sources.md
"us table_5_1,classical_ml_summary.csv,primary,1.0 table_5_2,M11-M24 per-model CSVs + master,primary+audit,1.0 table_5_3,M25",M11,results/reproduced_tables/table_audit_sources.normalized.csv
"able_5_1,classical_ml_summary.csv,primary,1.0 table_5_2,M11-M24 per-model CSVs + master,primary+audit,1.0 table_5_3,M25_62c",M24,results/reproduced_tables/table_audit_sources.normalized.csv
